9.247499999999999609e-01,7.124352268874645233e-03
9.978749999999999565e-01,3.756476566195487976e-02
9.977500000000000258e-01,1.878238283097743988e-02
9.956249999999999822e-01,1.748704724013805389e-02
9.982499999999999707e-01,4.274611547589302063e-02
9.979999999999999982e-01,5.051813647150993347e-02
9.975000000000000533e-01,2.979274652898311615e-02
9.965000000000000524e-01,2.720207162201404572e-02
9.961250000000000382e-01,5.246113985776901245e-02
9.911250000000000338e-01,1.813471503555774689e-02
