9.938749999999999529e-01,5.400000000000000000e+01
9.978749999999999565e-01,6.300000000000000000e+01
9.962499999999999689e-01,2.300000000000000000e+01
9.981250000000000400e-01,6.400000000000000000e+01
9.947500000000000231e-01,5.100000000000000000e+01
9.977500000000000258e-01,7.200000000000000000e+01
9.975000000000000533e-01,6.300000000000000000e+01
9.951250000000000373e-01,6.200000000000000000e+01
9.972499999999999698e-01,5.100000000000000000e+01
9.723749999999999893e-01,7.800000000000000000e+01
