5.805106826472120618e-01,2.300000000000000000e+01
5.742574257425742124e-01,2.500000000000000000e+01
5.909327774882751072e-01,2.600000000000000000e+01
5.836373110995309865e-01,2.000000000000000000e+01
5.831162063574778509e-01,2.400000000000000000e+01
5.971860343929129566e-01,2.000000000000000000e+01
5.752996352266805946e-01,3.600000000000000000e+01
5.898905680041688360e-01,2.400000000000000000e+01
5.810317873892651974e-01,2.400000000000000000e+01
5.888483585200625647e-01,2.700000000000000000e+01
