2.118630170822143555e+00,1.500000000000000000e+01,6.008033156394958496e-01
2.126238346099853516e+00,1.100000000000000000e+01,5.979310870170593262e-01
2.098804235458374023e+00,1.100000000000000000e+01,6.082396507263183594e-01
2.117342710494995117e+00,1.000000000000000000e+01,6.012883186340332031e-01
2.090043306350708008e+00,1.600000000000000000e+01,6.115033626556396484e-01
2.208811998367309570e+00,6.000000000000000000e+00,5.660955905914306641e-01
2.098193168640136719e+00,2.000000000000000000e+01,6.084676980972290039e-01
2.126114606857299805e+00,1.000000000000000000e+01,5.979778766632080078e-01
2.180169343948364258e+00,8.000000000000000000e+00,5.772758126258850098e-01
2.069604158401489258e+00,1.900000000000000000e+01,6.190646886825561523e-01
