2.068637609481811523e+00,5.934853688813745975e-04,6.194204688072204590e-01
2.078124284744262695e+00,6.391381029970943928e-04,6.159218549728393555e-01
2.089999675750732422e+00,3.880481235682964325e-04,6.115196943283081055e-01
2.069283246994018555e+00,5.250062677077949047e-04,6.191828250885009766e-01
2.076547384262084961e+00,4.108744906261563301e-04,6.165044307708740234e-01
2.097436666488647461e+00,5.934853688813745975e-04,6.087500452995300293e-01
2.062870740890502930e+00,5.934853688813745975e-04,6.215393543243408203e-01
2.057424783706665039e+00,7.760962471365928650e-04,6.235350966453552246e-01
2.082099199295043945e+00,5.250062677077949047e-04,6.144511699676513672e-01
2.082077741622924805e+00,4.793535626959055662e-04,6.144590377807617188e-01
