2.069004774093627930e+00,2.600000000000000000e+01,6.192853450775146484e-01
2.078890323638916016e+00,2.800000000000000000e+01,6.156386137008666992e-01
2.089305400848388672e+00,1.700000000000000000e+01,6.117776632308959961e-01
2.069253683090209961e+00,2.300000000000000000e+01,6.191937327384948730e-01
2.076151371002197266e+00,1.800000000000000000e+01,6.166507005691528320e-01
2.097655057907104492e+00,2.600000000000000000e+01,6.086685657501220703e-01
2.062950611114501953e+00,2.600000000000000000e+01,6.215101480484008789e-01
2.056768417358398438e+00,3.400000000000000000e+01,6.237752437591552734e-01
2.082173824310302734e+00,2.300000000000000000e+01,6.144235134124755859e-01
2.081615447998046875e+00,2.100000000000000000e+01,6.146302819252014160e-01
