2.179514884948730469e+00,4.337008285801857710e-04,5.775296688079833984e-01
2.190328836441040039e+00,3.652217565104365349e-04,5.733269453048706055e-01
2.148941993713378906e+00,5.021799006499350071e-04,5.892987251281738281e-01
2.189812660217285156e+00,3.880481235682964325e-04,5.735280513763427734e-01
2.149379968643188477e+00,4.793535626959055662e-04,5.891313552856445312e-01
2.193770170211791992e+00,3.423953894525766373e-04,5.719851255416870117e-01
2.179161548614501953e+00,3.652217565104365349e-04,5.776665806770324707e-01
2.165910959243774414e+00,5.021799006499350071e-04,5.827869772911071777e-01
2.205321550369262695e+00,3.423953894525766373e-04,5.674657821655273438e-01
2.186302185058593750e+00,3.195690514985471964e-04,5.748942494392395020e-01
