2.179684400558471680e+00,1.900000000000000000e+01,5.774639248847961426e-01
2.190853357315063477e+00,1.600000000000000000e+01,5.731225013732910156e-01
2.150327682495117188e+00,2.200000000000000000e+01,5.887688994407653809e-01
2.189486980438232422e+00,1.700000000000000000e+01,5.736548304557800293e-01
2.149839162826538086e+00,2.100000000000000000e+01,5.889557600021362305e-01
2.192530632019042969e+00,1.500000000000000000e+01,5.724686384201049805e-01
2.180366992950439453e+00,1.600000000000000000e+01,5.771992206573486328e-01
2.166545391082763672e+00,2.200000000000000000e+01,5.825425386428833008e-01
2.204627990722656250e+00,1.500000000000000000e+01,5.677378177642822266e-01
2.186776876449584961e+00,1.400000000000000000e+01,5.747095346450805664e-01
