9.971250000000000391e-01,2.784974128007888794e-02
9.985000000000000542e-01,2.979274652898311615e-02
9.978749999999999565e-01,2.396373078227043152e-02
9.975000000000000533e-01,2.849740907549858093e-02
9.982499999999999707e-01,3.821243345737457275e-02
9.976249999999999840e-01,3.108808211982250214e-02
9.985000000000000542e-01,4.080310836434364319e-02
9.938749999999999529e-01,1.036269403994083405e-02
9.987500000000000266e-01,3.497409448027610779e-02
9.965000000000000524e-01,2.849740907549858093e-02
