9.971250000000000391e-01,4.300000000000000000e+01
9.985000000000000542e-01,4.600000000000000000e+01
9.978749999999999565e-01,3.700000000000000000e+01
9.975000000000000533e-01,4.400000000000000000e+01
9.983750000000000124e-01,5.900000000000000000e+01
9.972499999999999698e-01,4.800000000000000000e+01
9.983750000000000124e-01,6.300000000000000000e+01
9.938749999999999529e-01,1.600000000000000000e+01
9.985000000000000542e-01,5.400000000000000000e+01
9.966249999999999831e-01,4.400000000000000000e+01
