9.629629629629629095e-01,9.300000000000000000e+01
9.722222222222222099e-01,1.040000000000000000e+02
9.814814814814815103e-01,9.900000000000000000e+01
9.814814814814815103e-01,1.010000000000000000e+02
9.629629629629629095e-01,1.020000000000000000e+02
9.722222222222222099e-01,9.600000000000000000e+01
9.907407407407406996e-01,9.700000000000000000e+01
9.722222222222222099e-01,9.800000000000000000e+01
9.814814814814815103e-01,8.800000000000000000e+01
9.722222222222222099e-01,1.110000000000000000e+02
