9.988749999999999574e-01,1.943005132488906384e-03
9.975000000000000533e-01,1.943005132488906384e-03
9.983750000000000124e-01,1.943005132488906384e-03
9.992499999999999716e-01,1.943005132488906384e-03
9.993750000000000133e-01,1.943005132488906384e-03
9.993750000000000133e-01,1.943005132488906384e-03
9.993750000000000133e-01,1.943005132488906384e-03
9.991250000000000409e-01,1.943005132488906384e-03
9.988749999999999574e-01,1.943005132488906384e-03
9.992499999999999716e-01,1.943005132488906384e-03
